Time Stamp;available_memory_MB;app_pss_MB;battery_level_percentage;battery_temperature_celcius;battery_current_now_milliamps;sensor_temperature_celcius;power_current;power_level_state;power_voltage;power_wattage;cpu_level;gpu_level;cpu_frequency_MHz;gpu_frequency_MHz;mem_frequency_MHz;minimum_vsyncs;extra_latency_mode;phase_sync_mode;average_frame_rate;display_refresh_rate;average_prediction_milliseconds;screen_tear_count;early_frame_count;stale_frame_count;maximum_rotational_speed_degrees_per_second;foveation_level;eye_buffer_width;eye_buffer_height;app_gpu_time_microseconds;timewarp_gpu_time_microseconds;guardian_gpu_time_microseconds;cpu_utilization_percentage;cpu_utilization_percentage_core0;cpu_utilization_percentage_core1;cpu_utilization_percentage_core2;cpu_utilization_percentage_core3;cpu_utilization_percentage_core4;cpu_utilization_percentage_core5;cpu_utilization_percentage_core6;cpu_utilization_percentage_core7;gpu_utilization_percentage;spacewarp_motion_vector_type;spacewarped_frames_per_second;app_vss_MB;app_rss_MB;app_dalvik_pss_MB;app_private_dirty_MB;app_private_clean_MB;app_uss_MB;stale_frames_consecutive;max_repeated_frames;avg_vertices_per_frame;avg_fill_percentage;avg_inst_per_frag;avg_inst_per_vert;avg_frag_inst_per_pixel;avg_vert_inst_per_pixel;avg_textures_per_frag;percent_time_shading_frags;percent_time_shading_verts;percent_time_compute;percent_vertex_fetch_stall;percent_texture_fetch_stall;percent_texture_l1_miss;percent_texture_l2_miss;percent_texture_nearest_filtered;percent_texture_linear_filtered;percent_texture_anisotropic_filtered;vrshell_average_frame_rate;vrshell_gpu_time_microseconds;vrshell_and_guardian_gpu_time_microseconds;render_scale;dynres_recommendation_percentage;dynres_recommendation_width;dynres_recommendation_height
63005;593;2894;37;40;9999;0;942;0;3687;3473;5;4;1478;525;1804;1;0;1;24;72;58;0;0;54;0;0;2304;2536;28186;1640;0;18;43;44;44;44;18;17;17;17;82;0;0;16010;2972;0;2824;54;2879;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
64005;593;2894;37;40;9999;0;1047;0;3687;3860;5;4;1478;525;1804;1;0;1;25;72;57;0;0;51;0;0;2304;2536;47193;1518;0;18;44;42;46;40;16;14;18;17;90;0;0;16010;2972;0;2824;54;2879;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
65005;593;2894;37;40;9999;0;814;0;3687;3001;5;4;1478;525;1804;1;0;1;23;72;66;0;0;66;0;0;2304;2536;65535;1461;0;21;62;63;65;65;20;20;21;29;96;0;0;16010;2972;0;2824;54;2879;8;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
66005;593;2894;37;40;9999;0;845;0;3687;3115;5;4;1478;525;2000;1;0;1;11;72;64;0;0;72;0;0;2304;2536;65535;1529;0;22;50;49;53;52;16;22;14;18;98;0;0;16010;2972;0;2824;54;2879;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
67006;593;2894;37;40;9999;0;804;0;3687;2964;5;4;1478;525;2000;1;0;1;10;72;47;0;0;72;0;0;2304;2536;50335;1448;0;12;37;34;39;36;12;12;12;14;99;0;0;16010;2972;0;2824;54;2879;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
68005;593;2894;37;40;9999;0;782;0;3687;2883;5;4;1478;525;2000;1;0;1;13;72;76;0;0;72;0;0;2304;2536;65535;1512;0;14;45;37;39;45;14;12;13;16;99;0;0;16010;2972;0;2824;54;2879;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
69005;593;2894;37;40;9999;0;833;0;3687;3071;5;4;1478;525;2000;1;0;1;11;72;96;0;0;72;0;0;2304;2536;65535;1547;0;16;36;35;37;36;10;15;16;16;99;0;0;16010;2972;0;2824;54;2879;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
70005;593;2894;37;40;9999;0;831;0;3703;3077;5;4;1478;525;2000;1;0;1;11;72;98;0;0;72;0;0;2304;2536;22058;1558;0;16;49;50;45;51;14;14;16;13;95;0;0;16010;2972;0;2824;54;2879;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
71005;593;2894;37;40;9999;0;921;0;3703;3410;5;4;1478;525;2000;1;0;1;22;72;67;0;7;63;0;0;2304;2536;42224;1548;0;16;42;43;41;46;13;13;16;15;89;0;0;16010;2972;0;2824;54;2879;195;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
72006;593;2894;37;40;9999;0;831;0;3705;3078;5;4;1478;525;2000;1;0;1;16;72;68;0;0;69;0;0;2304;2536;65535;1554;0;19;51;51;55;55;12;18;19;17;96;0;0;16010;2972;0;2824;54;2879;24;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
73006;593;2894;37;40;9999;0;863;0;3705;3197;5;4;1478;525;2000;1;0;1;11;72;42;0;0;72;0;0;2304;2536;45209;1389;0;18;49;47;48;54;13;13;18;14;98;0;0;16010;2972;0;2824;54;2879;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
74006;593;2894;37;40;9999;0;955;0;3705;3538;5;4;1478;525;2000;1;0;1;21;72;70;0;4;65;0;0;2304;2536;32236;1573;0;16;41;40;42;47;16;15;15;14;93;0;0;16010;2972;0;2824;54;2879;175;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
75006;593;2894;37;40;9999;0;902;0;3705;3341;5;4;1478;525;2000;1;0;1;24;72;62;0;0;48;0;0;2304;2536;30411;1570;0;19;51;52;53;52;18;19;16;15;88;0;0;16010;2972;0;2824;54;2879;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
76006;593;2894;37;40;9999;0;876;0;3705;3245;5;4;1478;525;2000;1;0;1;23;72;62;0;0;61;0;0;2304;2536;63848;1491;0;18;41;40;42;47;14;17;18;17;91;0;0;16010;2972;0;2824;54;2879;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
77006;593;2894;37;40;9999;0;786;0;3705;2912;5;4;1478;525;2000;1;0;1;12;72;68;0;0;72;0;0;2304;2536;65535;1485;0;17;46;51;55;53;14;17;16;15;97;0;0;16010;2972;0;2824;54;2879;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
78006;593;2894;37;40;9999;0;855;0;3708;3170;5;4;1478;525;2000;1;0;1;10;72;49;0;0;72;0;0;2304;2536;65535;1551;0;17;39;38;42;45;15;17;12;12;98;0;0;16010;2972;0;2824;54;2879;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
79051;588;2906;37;40;9999;0;791;0;3708;2933;5;4;1478;525;2000;1;0;1;10;72;77;0;0;72;0;0;2304;2536;65535;1555;0;15;39;40;43;44;15;13;13;16;99;0;0;16001;2984;0;2836;54;2891;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
80007;588;2906;37;40;9999;0;819;0;3708;3036;5;4;1478;525;2000;1;0;1;10;72;68;0;0;72;0;0;2304;2536;65535;1549;0;25;39;38;42;38;25;16;12;14;99;0;0;16001;2984;0;2836;54;2891;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
81006;588;2906;37;40;9999;0;1172;0;3708;4345;5;4;1478;525;2000;1;0;1;10;72;94;0;0;72;0;0;2304;2536;65535;1462;0;21;37;42;45;46;20;17;21;14;99;0;0;16001;2984;0;2836;54;2891;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
82007;588;2906;37;40;9999;0;964;0;3681;3548;5;4;1478;525;2000;1;0;1;11;72;52;0;0;72;0;0;2304;2536;59007;1503;0;15;38;41;42;45;15;10;10;13;99;0;0;16001;2984;0;2836;54;2891;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
83007;588;2906;37;40;9999;0;948;0;3681;3489;5;4;1478;525;2000;1;0;1;21;72;69;0;7;64;0;0;2304;2536;44024;1607;0;12;35;39;41;40;10;12;12;16;93;0;0;16001;2984;0;2836;54;2891;245;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
84007;588;2906;37;40;9999;0;908;0;3681;3342;5;4;1478;525;2000;1;0;1;21;72;69;0;0;71;0;0;2304;2536;65535;1653;0;19;48;46;51;47;17;13;19;14;97;0;0;16001;2984;0;2836;54;2891;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
85007;588;2906;37;40;9999;0;908;0;3681;3342;5;4;1478;525;2000;1;0;1;11;72;49;0;0;72;0;0;2304;2536;65535;1614;0;16;42;39;43;41;16;14;13;14;98;0;0;16001;2984;0;2836;54;2891;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
86007;588;2906;37;40;9999;0;889;0;3700;3289;5;4;1478;525;1353;1;0;1;10;72;69;0;0;72;0;0;2304;2536;65535;1625;0;15;43;37;48;45;15;11;15;16;99;0;0;16001;2984;0;2836;54;2891;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
87007;588;2906;37;40;9999;0;883;0;3700;3267;5;4;1478;525;1353;1;0;1;10;72;61;0;0;72;0;0;2304;2536;65535;1616;0;16;42;39;45;50;16;15;13;13;99;0;0;16001;2984;0;2836;54;2891;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
88007;588;2906;37;40;9999;0;926;0;3700;3426;5;4;1478;525;1353;1;0;1;10;72;67;0;0;72;0;0;2304;2536;65535;1629;0;17;42;41;42;45;17;15;13;15;99;0;0;16001;2984;0;2836;54;2891;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
89007;588;2906;37;40;9999;0;941;0;3700;3481;5;4;1478;525;1353;1;0;1;10;72;54;0;0;72;0;0;2304;2536;65535;1611;0;14;38;37;41;43;14;12;13;14;99;0;0;16001;2984;0;2836;54;2891;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
90007;588;2906;37;40;9999;0;891;0;3700;3296;5;4;1478;525;1353;1;0;1;10;72;54;0;0;72;0;0;2304;2536;65535;1612;0;16;39;42;43;40;16;11;13;15;99;0;0;16001;2984;0;2836;54;2891;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
91007;588;2906;37;40;9999;0;930;0;3700;3441;5;4;1478;525;1353;1;0;1;10;72;55;0;0;72;0;0;2304;2536;65535;1585;0;16;40;42;43;45;13;16;12;14;99;0;0;16001;2984;0;2836;54;2891;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
92017;588;2906;37;40;9999;0;932;0;3698;3446;5;4;1478;525;1353;1;0;1;10;72;45;0;0;72;0;0;2304;2536;65535;1618;0;14;36;35;35;35;14;13;11;14;99;0;0;16001;2984;0;2836;54;2891;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
93008;588;2906;37;40;9999;0;1161;0;3698;4293;5;4;1478;525;1353;1;0;1;10;72;59;0;0;72;0;0;2304;2536;65535;1555;0;12;36;36;37;41;12;12;12;14;99;0;0;16001;2984;0;2836;54;2891;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
94008;588;2906;37;40;9999;0;1247;0;3681;4590;5;4;1478;525;1353;1;0;1;12;72;74;0;7;65;0;0;2304;2536;19154;1658;0;16;45;43;48;45;15;16;12;19;91;0;0;16001;2984;0;2836;54;2891;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
95008;588;2906;37;40;9999;0;1187;0;3681;4369;5;4;1478;525;1353;1;0;1;29;72;60;0;0;47;0;0;2304;2536;26135;1652;0;15;52;50;48;53;15;14;14;17;88;0;0;16001;2984;0;2836;54;2891;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
96008;588;2906;37;40;9999;0;1318;0;3681;4851;5;4;1478;525;2000;1;0;1;28;72;55;0;0;50;0;0;2304;2536;25591;1672;0;18;47;45;53;48;17;18;16;17;88;0;0;16001;2984;0;2836;54;2891;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
97008;588;2906;37;40;9999;0;1191;0;3681;4384;5;4;1478;525;2000;1;0;1;30;72;55;0;0;47;0;0;2304;2536;25406;1680;0;17;53;50;53;54;13;16;17;17;88;0;0;16001;2984;0;2836;54;2891;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
98008;588;2906;37;40;9999;0;1269;0;3673;4661;5;4;1478;525;2000;1;0;1;31;72;55;0;0;45;0;0;2304;2536;25131;1709;0;20;52;54;58;58;12;20;19;17;91;0;0;16001;2984;0;2836;54;2891;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
99062;630;2914;37;40;9999;0;1399;0;3673;5138;5;4;1478;525;2000;1;0;1;32;72;56;0;0;54;0;0;2304;2536;24896;1707;0;23;58;55;59;61;19;23;20;18;87;0;0;15973;2992;0;2844;54;2899;12;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
100008;630;2914;37;40;9999;0;1211;0;3673;4448;5;4;1478;525;2000;1;0;1;28;72;58;0;0;46;0;0;2304;2536;24152;1725;0;24;46;43;46;50;19;24;18;19;90;0;0;15973;2992;0;2844;54;2899;20;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
101009;630;2914;37;40;9999;0;1350;0;3665;4947;5;4;1478;525;2000;1;0;1;32;72;56;0;0;46;0;0;2304;2536;15909;1547;0;21;47;48;46;45;16;21;19;18;91;0;0;15973;2992;0;2844;54;2899;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
102008;630;2914;36;40;9999;0;1217;0;3674;4471;5;4;1478;525;2000;1;0;1;43;72;52;0;3;30;0;0;2304;2536;26093;1721;0;24;43;47;51;50;16;19;24;18;92;0;0;15973;2992;0;2844;54;2899;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
103008;630;2914;36;40;9999;0;1249;0;3674;4588;5;4;1478;525;2000;1;0;1;33;72;55;0;0;47;0;0;2304;2536;26064;1681;0;22;54;56;59;62;22;20;21;21;89;0;0;15973;2992;0;2844;54;2899;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
104009;630;2914;36;40;9999;0;1131;0;3673;4154;5;4;1478;525;2000;1;0;1;28;72;55;0;0;47;0;0;2304;2536;25335;1669;0;16;37;41;42;49;16;16;16;17;87;0;0;15973;2992;0;2844;54;2899;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
105008;630;2914;36;40;9999;0;1140;0;3681;4196;5;4;1478;525;2000;1;0;1;29;72;55;0;0;46;0;0;2304;2536;26953;1715;0;20;40;40;49;45;16;14;20;18;85;0;0;15973;2992;0;2844;54;2899;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
106009;630;2914;36;40;9999;0;979;0;3681;3603;5;4;1478;525;2000;1;0;1;26;72;55;1;0;55;0;0;2304;2536;41018;1626;0;30;69;67;79;74;30;23;24;25;86;0;0;15973;2992;0;2844;54;2899;23;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
107008;630;2914;36;40;9999;0;1072;0;3681;3946;5;4;1478;525;2000;1;0;1;20;72;74;0;2;61;0;0;2304;2536;25143;2103;398;15;45;47;60;60;14;14;15;16;84;0;0;15973;2992;0;2844;54;2899;19;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;398;160;0;0;0
108009;630;2914;36;40;9999;0;1099;0;3681;4045;5;4;1478;525;2000;1;0;1;22;72;62;0;0;52;0;0;2304;2536;27545;2142;317;17;48;44;48;52;17;17;15;17;86;0;0;15973;2992;0;2844;54;2899;11;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;317;160;0;0;0
109009;630;2914;36;40;9999;0;1126;0;3681;4144;5;4;1478;525;2000;1;0;1;25;72;59;0;0;54;0;0;2304;2536;25959;2138;313;16;55;50;53;58;12;14;16;18;83;0;0;15973;2992;0;2844;54;2899;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;313;160;0;0;0
110009;630;2914;36;40;9999;0;1164;0;3681;4284;5;4;1478;525;2000;1;0;1;24;72;57;0;0;52;0;0;2304;2536;26919;2123;318;16;52;56;57;63;16;16;14;14;84;0;0;15973;2992;0;2844;54;2899;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318;160;0;0;0
111009;630;2914;36;40;9999;0;1027;0;3678;3777;5;4;1478;525;2000;1;0;1;24;72;57;0;0;53;0;0;2304;2536;32860;1589;0;17;53;54;58;56;15;17;16;17;86;0;0;15973;2992;0;2844;54;2899;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
112009;630;2914;36;40;9999;0;1020;0;3687;3760;5;4;1478;525;2000;1;0;1;24;72;62;0;0;69;0;0;2304;2536;33874;1613;0;18;43;39;41;41;18;18;18;15;91;0;0;15973;2992;0;2844;54;2899;42;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
113009;630;2914;36;40;9999;0;878;0;3687;3237;5;4;1478;525;2000;1;0;1;23;72;67;0;0;57;0;0;2304;2536;38150;1624;0;16;38;42;42;41;15;14;16;16;85;0;0;15973;2992;0;2844;54;2899;21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
114009;630;2914;36;40;9999;0;888;0;3687;3274;5;4;1478;525;2000;1;0;1;18;72;72;0;0;64;0;0;2304;2536;65535;1619;0;16;42;31;39;35;15;16;11;15;93;0;0;15973;2992;0;2844;54;2899;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
115009;630;2914;36;40;9999;0;923;0;3687;3403;5;4;1478;525;2000;1;0;1;11;72;67;0;0;72;0;0;2304;2536;65535;1626;0;15;36;35;35;40;11;15;15;13;97;0;0;15973;2992;0;2844;54;2899;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
116009;630;2914;36;40;9999;0;883;0;3687;3255;5;4;1478;525;1353;1;0;1;11;72;36;0;0;72;0;0;2304;2536;65535;1604;0;14;38;42;39;42;12;14;12;13;99;0;0;15973;2992;0;2844;54;2899;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
117009;630;2914;36;40;9999;0;872;0;3687;3215;5;4;1478;525;1353;1;0;1;11;72;80;0;0;72;0;0;2304;2536;65535;1561;0;13;31;37;36;37;13;13;13;14;99;0;0;15973;2992;0;2844;54;2899;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
118009;630;2914;36;40;9999;0;871;0;3687;3211;5;4;1478;525;1353;1;0;1;11;72;98;0;0;72;0;0;2304;2536;65535;1668;0;17;36;34;35;37;11;15;17;13;99;0;0;15973;2992;0;2844;54;2899;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
119057;610;2913;36;40;9999;0;967;0;3701;3578;5;4;1478;525;1353;1;0;1;11;72;96;0;0;72;0;0;2304;2536;65535;1581;0;17;35;36;39;38;17;11;12;14;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
120009;610;2913;36;40;9999;0;982;0;3701;3634;5;4;1478;525;1353;1;0;1;10;72;71;0;0;72;0;0;2304;2536;65535;1662;0;17;48;50;52;45;14;17;15;15;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
121009;610;2913;36;40;9999;0;984;0;3701;3641;5;4;1478;525;1353;1;0;1;10;72;49;0;0;72;0;0;2304;2536;65535;1709;0;21;43;46;48;43;11;18;21;13;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
122009;610;2913;36;40;9999;0;966;0;3693;3567;5;4;1478;525;1353;1;0;1;10;72;61;0;0;72;0;0;2304;2536;65535;1717;0;14;45;48;53;53;11;13;14;14;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
123009;610;2913;36;40;9999;0;921;0;3693;3401;5;4;1478;525;1353;1;0;1;10;72;67;0;0;72;0;0;2304;2536;65535;1701;0;15;37;37;35;39;12;15;14;13;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
124010;610;2913;36;40;9999;0;922;0;3693;3404;5;4;1478;525;1353;1;0;1;10;72;69;0;0;72;0;0;2304;2536;65535;1722;0;14;41;41;43;44;14;14;13;17;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
125009;610;2913;36;40;9999;0;968;0;3693;3574;5;4;1478;525;1353;1;0;1;10;72;68;0;0;72;0;0;2304;2536;65535;1714;0;18;39;48;47;38;13;18;12;12;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
126009;610;2913;36;40;9999;0;961;0;3693;3548;5;4;1478;525;2000;1;0;1;10;72;68;0;0;72;0;0;2304;2536;65535;1723;0;17;43;45;48;47;14;15;17;14;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
127009;610;2913;36;40;9999;0;927;0;3695;3425;5;4;1478;525;2000;1;0;1;10;72;63;0;0;72;0;0;2304;2536;65535;1687;0;15;38;38;46;43;15;14;11;13;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
128009;610;2913;36;40;9999;0;921;0;3695;3403;5;4;1478;525;2000;1;0;1;10;72;79;0;0;72;0;0;2304;2536;65535;1733;0;16;37;38;41;42;11;16;15;14;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
129009;610;2913;36;40;9999;0;888;0;3695;3281;5;4;1478;525;2000;1;0;1;11;72;72;0;0;72;0;0;2304;2536;27208;1706;0;17;40;38;37;44;12;16;17;14;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
130011;610;2913;36;40;9999;0;983;0;3695;3632;5;4;1478;525;2000;1;0;1;10;72;77;0;0;72;0;0;2304;2536;65535;1718;0;17;37;36;37;38;12;13;17;15;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
131010;610;2913;36;40;9999;0;953;0;3695;3521;5;4;1478;525;2000;1;0;1;10;72;84;0;0;72;0;0;2304;2536;60108;1676;0;23;48;51;60;62;13;12;23;16;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
132010;610;2913;36;40;9999;0;1011;0;3692;3732;5;4;1478;525;2000;1;0;1;10;72;69;0;0;72;0;0;2304;2536;65535;1716;0;17;35;39;37;42;15;13;17;15;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
133010;610;2913;36;40;9999;0;894;0;3692;3300;5;4;1478;525;2000;1;0;1;10;72;69;0;0;72;0;0;2304;2536;25508;1500;0;18;50;50;57;59;18;11;12;14;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
134010;610;2913;36;40;9999;0;1069;0;3692;3946;5;4;1478;525;2000;1;0;1;11;72;63;0;0;72;0;0;2304;2536;65535;1454;0;10;45;49;51;52;10;9;8;15;99;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
135010;610;2913;36;40;9999;0;1301;0;3687;4796;5;4;1478;525;2000;1;0;1;10;72;11;0;0;72;0;0;2304;2536;65535;1737;0;10;31;34;36;35;6;10;10;14;97;0;0;15973;2989;0;2845;53;2898;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
136010;610;2913;36;40;9999;0;1195;0;3687;4405;5;4;1478;525;2000;1;0;1;12;72;30;0;9;57;0;0;2304;2536;14488;1887;0;17;49;48;51;50;17;15;13;16;92;0;0;15973;2989;0;2845;53;2898;44;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
137010;610;2913;36;40;9999;0;1216;0;3687;4483;5;4;1478;525;2000;1;0;1;35;72;56;0;0;36;0;0;2304;2536;23045;1867;0;19;39;37;38;39;16;16;19;17;95;0;0;15973;2989;0;2845;53;2898;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
138010;610;2913;36;40;9999;0;1239;0;3687;4568;5;4;1478;525;2000;1;0;1;36;72;56;0;0;41;0;0;2304;2536;23013;1890;0;17;46;42;47;49;14;17;15;17;95;0;0;15973;2989;0;2845;53;2898;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
139069;578;2918;36;40;9999;0;1306;0;3667;4789;5;4;1478;525;2000;1;0;1;35;72;56;0;0;36;0;0;2304;2536;47234;1609;0;21;42;40;43;47;14;21;18;16;96;0;0;15978;2994;0;2849;53;2903;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
140011;578;2918;36;40;9999;0;1232;0;3667;4517;5;4;1478;525;2000;1;0;1;28;72;58;0;9;55;0;0;2304;2536;23242;1740;0;20;58;61;63;66;17;20;16;16;93;0;0;15978;2994;0;2849;53;2903;26;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;0;0;0
